Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
28355590,06/27/2014 10:53:53 PM,06/28/2014 08:55:52 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,11414,155 AVENUE,155 AVENUE,83 STREET,84 STREET,,,BLOCKFACE,HOWARD BEACH,,Precinct,Closed,06/28/2014 06:53:53 AM,06/28/2014 08:55:52 AM,10 QUEENS,QUEENS,1025753,181430,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.664562891119964,-73.85040086839032,"(40.664562891119964, -73.85040086839032)"
28356055,06/27/2014 11:20:48 PM,06/28/2014 12:23:17 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10457,,,,,ANTHONY AVENUE,EAST  179 STREET,INTERSECTION,BRONX,,Precinct,Closed,06/28/2014 07:20:48 AM,06/28/2014 12:23:17 AM,05 BRONX,BRONX,1011135,249238,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85073479450085,-73.90282079455994,"(40.85073479450085, -73.90282079455994)"
28358676,06/28/2014 10:36:32 PM,06/28/2014 11:08:08 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10461,,,,,HARRINGTON AVENUE,MAYFLOWER AVENUE,INTERSECTION,BRONX,,Precinct,Closed,06/29/2014 06:36:32 AM,06/28/2014 11:08:09 PM,10 BRONX,BRONX,1030247,245200,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.839572810283364,-73.83376590289276,"(40.839572810283364, -73.83376590289276)"
28359083,06/29/2014 01:34:38 AM,06/29/2014 05:00:17 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10040,97 ELLWOOD STREET,ELLWOOD STREET,WEST 196 STREET,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,06/29/2014 09:34:38 AM,06/29/2014 05:00:17 AM,12 MANHATTAN,MANHATTAN,1003827,253156,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.861507758243285,-73.92922502137085,"(40.861507758243285, -73.92922502137085)"
28359420,06/28/2014 10:16:40 PM,06/29/2014 12:12:40 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10031,710 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST 148 STREET,WEST 149 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/29/2014 06:16:40 AM,06/29/2014 12:12:40 AM,09 MANHATTAN,MANHATTAN,997997,241315,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82901869930048,-73.95032596899874,"(40.82901869930048, -73.95032596899874)"
28359965,06/29/2014 12:46:52 AM,06/29/2014 01:28:10 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10026,WEST 118 STREET,WEST 118 STREET,FREDRICK DOUGLAS BOULEVARD,MANHATTAN AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,06/29/2014 08:46:52 AM,06/29/2014 01:28:10 AM,10 MANHATTAN,MANHATTAN,996668,232938,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80602815839513,-73.95514373716037,"(40.80602815839513, -73.95514373716037)"
28360089,06/28/2014 09:28:42 PM,06/28/2014 10:58:52 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11414,86 STREET,86 STREET,162 AVENUE,163 AVENUE,,,BLOCKFACE,HOWARD BEACH,,Precinct,Closed,06/29/2014 05:28:42 AM,06/28/2014 10:58:52 PM,10 QUEENS,QUEENS,1027264,177055,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65254728472047,-73.84498233028613,"(40.65254728472047, -73.84498233028613)"
28360153,06/28/2014 08:58:40 PM,06/28/2014 09:42:06 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11691,,,,,BEACH    8 STREET,SEAGIRT AVENUE,INTERSECTION,FAR ROCKAWAY,,Precinct,Closed,06/29/2014 04:58:40 AM,06/28/2014 09:42:06 PM,14 QUEENS,QUEENS,1055616,156528,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59602211092629,-73.74302236767556,"(40.59602211092629, -73.74302236767556)"
28361929,06/28/2014 10:11:54 PM,06/28/2014 10:26:01 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11221,,,,,MYRTLE AVENUE,CENTRAL AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/29/2014 06:11:54 AM,06/28/2014 10:26:01 PM,04 BROOKLYN,BROOKLYN,1005002,193623,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69810284662036,-73.92516102843506,"(40.69810284662036, -73.92516102843506)"
28362042,06/28/2014 10:51:27 PM,06/29/2014 12:30:13 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11216,,,,,QUINCY STREET,MARCY AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/29/2014 06:51:27 AM,06/29/2014 12:30:14 AM,03 BROOKLYN,BROOKLYN,998782,189686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.687309093503195,-73.94760101093878,"(40.687309093503195, -73.94760101093878)"
28363950,06/29/2014 10:12:38 PM,06/29/2014 10:20:37 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11237,WILSON AVENUE,WILSON AVENUE,JEFFERSON STREET,TROUTMAN STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/30/2014 06:12:38 AM,06/29/2014 10:20:37 PM,04 BROOKLYN,BROOKLYN,1004223,195033,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70197475828286,-73.9279661921501,"(40.70197475828286, -73.9279661921501)"
28363951,06/29/2014 10:12:06 PM,06/29/2014 10:21:41 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11219,,,,,40 STREET,10 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/30/2014 06:12:06 AM,06/29/2014 10:21:41 PM,12 BROOKLYN,BROOKLYN,986058,173925,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64406039501985,-73.99348500134906,"(40.64406039501985, -73.99348500134906)"
28364716,06/29/2014 09:21:07 PM,06/29/2014 09:57:52 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11219,,,,,40 STREET,10 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/30/2014 05:21:07 AM,06/29/2014 09:57:52 PM,12 BROOKLYN,BROOKLYN,986058,173925,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64406039501985,-73.99348500134906,"(40.64406039501985, -73.99348500134906)"
28364732,06/30/2014 09:08:08 AM,06/30/2014 10:37:53 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11234,EAST 67 STREET,EAST 67 STREET,AVENUE T,AVENUE U,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/30/2014 05:08:08 PM,06/30/2014 10:37:53 AM,18 BROOKLYN,BROOKLYN,1008912,164659,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61859304530658,-73.91116613841896,"(40.61859304530658, -73.91116613841896)"
28365197,06/29/2014 09:07:37 PM,06/30/2014 04:31:23 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Store/Commercial,11414,164-49 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,164 AVENUE,165 AVENUE,,,ADDRESS,HOWARD BEACH,,Precinct,Closed,06/30/2014 05:07:37 AM,06/30/2014 04:31:23 AM,10 QUEENS,QUEENS,1029318,176124,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64998168141934,-73.83758618031825,"(40.64998168141934, -73.83758618031825)"
28365263,06/29/2014 11:46:30 AM,06/29/2014 02:34:27 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10465,961 EDISON AVENUE,EDISON AVENUE,SOMMER PLACE,BARKLEY AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/29/2014 07:46:30 PM,06/29/2014 02:34:27 PM,10 BRONX,BRONX,1032714,242208,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83134745710506,-73.82487175577592,"(40.83134745710506, -73.82487175577592)"
28366427,06/30/2014 09:00:26 AM,06/30/2014 01:08:45 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11378,,,,,54 PLACE,ARNOLD AVENUE,INTERSECTION,MASPETH,,Precinct,Closed,06/30/2014 05:00:26 PM,06/30/2014 01:08:45 PM,05 QUEENS,QUEENS,1009156,199354,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71382236593402,-73.91015906351852,"(40.71382236593402, -73.91015906351852)"
28367286,06/29/2014 10:32:51 PM,06/29/2014 11:43:44 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10455,758 KELLY STREET,KELLY STREET,EAST 156 STREET,LONGWOOD AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/30/2014 06:32:51 AM,06/29/2014 11:43:44 PM,02 BRONX,BRONX,1012269,237104,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81742696066114,-73.89877249737724,"(40.81742696066114, -73.89877249737724)"
28368506,06/29/2014 10:18:58 PM,06/29/2014 11:05:24 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10013,,,,,HUDSON STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,06/30/2014 06:18:58 AM,06/29/2014 11:05:24 PM,02 MANHATTAN,MANHATTAN,982057,202940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72369985791985,-74.00791176184632,"(40.72369985791985, -74.00791176184632)"
28368582,06/29/2014 09:25:13 PM,06/29/2014 09:54:32 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11234,EAST 70 STREET,EAST 70 STREET,AVENUE W,AVENUE X,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/30/2014 05:25:13 AM,06/29/2014 09:54:32 PM,18 BROOKLYN,BROOKLYN,1011009,163459,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6152932108111,-73.90361739251837,"(40.6152932108111, -73.90361739251837)"
28368590,06/29/2014 11:48:56 AM,06/29/2014 03:38:49 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Park/Playground,11414,,,,,98 STREET,165 AVENUE,INTERSECTION,HOWARD BEACH,,Precinct,Closed,06/29/2014 07:48:56 PM,06/29/2014 03:38:49 PM,10 QUEENS,QUEENS,1030669,176063,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64980727155117,-73.8327179450933,"(40.64980727155117, -73.8327179450933)"
28369211,06/30/2014 06:28:58 PM,06/30/2014 06:40:00 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11234,1747 EAST 32 STREET,EAST 32 STREET,QUENTIN ROAD,AVENUE R,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2014 02:28:58 AM,06/30/2014 06:40:01 PM,18 BROOKLYN,BROOKLYN,1001289,162195,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61184781611966,-73.93863080487138,"(40.61184781611966, -73.93863080487138)"
28369860,06/30/2014 09:33:24 PM,06/30/2014 10:01:06 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11375,72-22 AUSTIN STREET,AUSTIN STREET,72 AVENUE,72 ROAD,,,ADDRESS,FOREST HILLS,,Precinct,Closed,07/01/2014 05:33:24 AM,06/30/2014 10:01:06 PM,06 QUEENS,QUEENS,1028087,201267,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71899953859691,-73.84185880880717,"(40.71899953859691, -73.84185880880717)"
28369913,06/30/2014 11:41:26 PM,07/01/2014 12:05:27 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10029,,,,,EAST  104 STREET,1 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,07/01/2014 07:41:26 AM,07/01/2014 12:05:27 AM,11 MANHATTAN,MANHATTAN,1000583,226488,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.788318295823174,-73.94101767733214,"(40.788318295823174, -73.94101767733214)"
28372785,06/30/2014 09:47:23 PM,06/30/2014 11:36:50 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10023,60 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 62 STREET,WEST 64 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,07/01/2014 05:47:23 AM,06/30/2014 11:36:50 PM,07 MANHATTAN,MANHATTAN,988081,220687,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77241034876891,-73.98616865946714,"(40.77241034876891, -73.98616865946714)"
28372797,06/30/2014 11:40:40 PM,07/01/2014 12:05:28 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10029,353 EAST 104 STREET,EAST 104 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,07/01/2014 07:40:40 AM,07/01/2014 12:05:28 AM,11 MANHATTAN,MANHATTAN,1000269,226663,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78879919852958,-73.94215118785324,"(40.78879919852958, -73.94215118785324)"
28374872,07/01/2014 10:05:33 PM,07/01/2014 10:35:47 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11219,1040 40 STREET,40 STREET,10 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2014 06:05:33 AM,07/01/2014 10:35:47 PM,12 BROOKLYN,BROOKLYN,986331,173705,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64345648242447,-73.99250133324755,"(40.64345648242447, -73.99250133324755)"
28377603,07/01/2014 08:41:50 PM,07/01/2014 10:42:14 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11223,WEST 11 STREET,WEST 11 STREET,QUENTIN ROAD,HIGHLAWN AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,07/02/2014 04:41:50 AM,07/01/2014 10:42:14 PM,11 BROOKLYN,BROOKLYN,988758,159397,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60418311521548,-73.98376544690313,"(40.60418311521548, -73.98376544690313)"
28377604,07/01/2014 06:52:46 PM,07/01/2014 11:53:41 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10025,,,,,WEST  109 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,07/02/2014 02:52:46 AM,07/01/2014 11:53:41 PM,07 MANHATTAN,MANHATTAN,994133,231605,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80237263940891,-73.9643026177316,"(40.80237263940891, -73.9643026177316)"
28380888,07/01/2014 10:21:02 PM,07/02/2014 03:34:47 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10461,,,,,SACKETT AVENUE,TOMLINSON AVENUE,INTERSECTION,BRONX,,Precinct,Closed,07/02/2014 06:21:02 AM,07/02/2014 03:33:19 AM,11 BRONX,BRONX,1026130,247275,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84528855463737,-73.84863183544469,"(40.84528855463737, -73.84863183544469)"
28382344,07/02/2014 01:43:56 AM,07/02/2014 04:23:01 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10032,779 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST 156 STREET,BEND,,,ADDRESS,NEW YORK,,Precinct,Closed,07/02/2014 09:43:56 AM,07/02/2014 04:23:01 AM,12 MANHATTAN,MANHATTAN,998760,243399,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83473745887964,-73.94756440326175,"(40.83473745887964, -73.94756440326175)"
28384662,07/01/2014 10:39:15 PM,07/02/2014 02:28:58 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11358,45-27 UTOPIA PARKWAY,UTOPIA PARKWAY,45 AVENUE,46 AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,07/02/2014 06:39:15 AM,07/02/2014 02:28:58 AM,11 QUEENS,QUEENS,1041709,214337,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75479536965396,-73.79260621905891,"(40.75479536965396, -73.79260621905891)"
28384725,07/01/2014 10:45:55 PM,07/02/2014 01:55:07 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10460,,,,,STEBBINS AVENUE,BOSTON ROAD,INTERSECTION,BRONX,,Precinct,Closed,07/02/2014 06:45:55 AM,07/02/2014 01:55:07 AM,03 BRONX,BRONX,1013436,243331,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.834514512144644,-73.89452925730579,"(40.834514512144644, -73.89452925730579)"
28386020,07/02/2014 11:55:32 AM,07/02/2014 02:13:51 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10032,,,,,RIVERSIDE DRIVE,WEST  158 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,07/02/2014 07:55:32 PM,07/02/2014 02:13:51 PM,12 MANHATTAN,MANHATTAN,999328,243540,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.835123511608636,-73.94551147353238,"(40.835123511608636, -73.94551147353238)"
28387133,07/03/2014 01:54:07 AM,07/03/2014 02:42:00 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10032,,,,,RIVERSIDE DRIVE,WEST  158 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,07/03/2014 09:54:07 AM,07/03/2014 02:42:00 AM,12 MANHATTAN,MANHATTAN,999328,243540,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.835123511608636,-73.94551147353238,"(40.835123511608636, -73.94551147353238)"
28388092,07/02/2014 11:54:50 AM,07/02/2014 02:52:08 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11375,20 CONTINENTAL AVENUE,CONTINENTAL AVENUE,ARCHWAY PLACE,DARTMOUTH STREET,,,ADDRESS,FOREST HILLS,,Precinct,Closed,07/02/2014 07:54:50 PM,07/02/2014 02:52:08 PM,06 QUEENS,QUEENS,1026973,201053,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71841761087549,-73.84587889370333,"(40.71841761087549, -73.84587889370333)"
28389194,07/03/2014 01:21:42 AM,07/03/2014 02:42:00 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10032,838 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 160 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,07/03/2014 09:21:42 AM,07/03/2014 02:42:00 AM,12 MANHATTAN,MANHATTAN,999227,243817,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83588396825875,-73.9458758463922,"(40.83588396825875, -73.9458758463922)"
28394033,07/03/2014 12:49:26 PM,07/03/2014 02:21:55 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11412,205-18 115 AVENUE,115 AVENUE,205 STREET,FRANCIS LEWIS BOULEVARD,,,ADDRESS,SAINT ALBANS,,Precinct,Closed,07/03/2014 08:49:26 PM,07/03/2014 02:21:56 PM,12 QUEENS,QUEENS,1053977,194163,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69933464918012,-73.74853508485826,"(40.69933464918012, -73.74853508485826)"
28395413,07/03/2014 10:40:02 PM,07/04/2014 03:36:01 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11421,,,,,80 STREET,87 ROAD,INTERSECTION,WOODHAVEN,,Precinct,Closed,07/04/2014 06:40:02 AM,07/04/2014 03:36:02 AM,09 QUEENS,QUEENS,1022572,190956,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6907239150654,-73.86181271593387,"(40.6907239150654, -73.86181271593387)"
28395935,07/03/2014 06:32:16 PM,07/03/2014 08:05:25 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11219,1040 40 STREET,40 STREET,10 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/04/2014 02:32:16 AM,07/03/2014 08:05:25 PM,12 BROOKLYN,BROOKLYN,986331,173705,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64345648242447,-73.99250133324755,"(40.64345648242447, -73.99250133324755)"
28395940,07/03/2014 01:16:26 PM,07/03/2014 04:44:21 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11419,101-38 115 STREET,115 STREET,101 AVENUE,103 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,07/03/2014 09:16:26 PM,07/03/2014 04:44:21 PM,09 QUEENS,QUEENS,1031625,190217,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68865170477913,-73.82917330605905,"(40.68865170477913, -73.82917330605905)"
28395941,07/03/2014 10:39:49 PM,07/03/2014 11:30:00 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11428,,,,,215 STREET,90 AVENUE,INTERSECTION,QUEENS VILLAGE,,Precinct,Closed,07/04/2014 06:39:49 AM,07/03/2014 11:30:00 PM,13 QUEENS,QUEENS,1054471,203019,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72363825548293,-73.74666115422131,"(40.72363825548293, -73.74666115422131)"
28396095,07/03/2014 08:37:38 AM,07/03/2014 10:12:22 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11417,107-20 104 STREET,104 STREET,107 AVENUE,ROCKAWAY BOULEVARD,,,ADDRESS,OZONE PARK,,Precinct,Closed,07/03/2014 04:37:38 PM,07/03/2014 10:12:22 AM,10 QUEENS,QUEENS,1029699,187155,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.680257328247095,-73.83613879198346,"(40.680257328247095, -73.83613879198346)"
28396704,07/03/2014 06:38:01 PM,07/03/2014 08:43:03 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Store/Commercial,10463,,,,,WEST  230 STREET,RIVERDALE AVENUE,INTERSECTION,BRONX,,Precinct,Closed,07/04/2014 02:38:01 AM,07/03/2014 08:43:03 PM,08 BRONX,BRONX,1008992,260072,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88047708657421,-73.91052693185553,"(40.88047708657421, -73.91052693185553)"
