Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30748075,06/01/2015 02:38:25 PM,06/01/2015 02:47:30 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10305,,,,,ST MARYS AVENUE,OAK STREET,INTERSECTION,STATEN ISLAND,,Precinct,Closed,06/01/2015 10:38:25 PM,06/01/2015 02:47:30 PM,01 STATEN ISLAND,STATEN ISLAND,963237,162468,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61258861162453,-74.07568315408508,"(40.61258861162453, -74.07568315408508)"
30762899,06/03/2015 11:54:54 PM,06/04/2015 01:43:03 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Store/Commercial,11414,,,,,165 AVENUE,95 STREET,INTERSECTION,HOWARD BEACH,,Precinct,Closed,06/04/2015 07:54:54 AM,06/04/2015 01:43:03 AM,10 QUEENS,QUEENS,1029905,175918,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6494132503695,-73.83547217816559,"(40.6494132503695, -73.83547217816559)"
30771683,06/04/2015 08:37:59 PM,06/04/2015 10:45:15 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10305,,,,,ST MARYS AVENUE,OAK STREET,INTERSECTION,STATEN ISLAND,,Precinct,Closed,06/05/2015 04:37:59 AM,06/04/2015 10:45:15 PM,01 STATEN ISLAND,STATEN ISLAND,963237,162468,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61258861162453,-74.07568315408508,"(40.61258861162453, -74.07568315408508)"
30771690,06/05/2015 12:22:08 AM,06/05/2015 01:15:13 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10002,,,,,HESTER STREET,LUDLOW STREET,INTERSECTION,NEW YORK,,Precinct,Closed,06/05/2015 08:22:08 AM,06/05/2015 01:15:13 AM,03 MANHATTAN,MANHATTAN,986867,200060,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7157948361671,-73.99055967847579,"(40.7157948361671, -73.99055967847579)"
30783483,06/06/2015 09:22:22 AM,06/06/2015 09:50:29 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11204,74 STREET,74 STREET,NEW UTRECTH AVENUE,17 AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/06/2015 05:22:22 PM,06/06/2015 09:50:29 AM,11 BROOKLYN,BROOKLYN,984603,163712,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61602804353828,-73.99872852393159,"(40.61602804353828, -73.99872852393159)"
30789172,06/06/2015 09:42:36 PM,06/06/2015 11:19:55 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11378,,,,,54 AVENUE,66 STREET,INTERSECTION,MASPETH,,Precinct,Closed,06/07/2015 05:42:36 AM,06/06/2015 11:19:55 PM,05 QUEENS,QUEENS,1012319,204660,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7283765764596,-73.89872736998207,"(40.7283765764596, -73.89872736998207)"
30792623,06/07/2015 04:40:14 PM,06/07/2015 11:24:52 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10460,820 SUBURBAN PLACE,SUBURBAN PLACE,CROTONA PARK EAST,BOSTON ROAD,,,ADDRESS,BRONX,,Precinct,Closed,06/08/2015 12:40:14 AM,06/07/2015 11:24:52 PM,03 BRONX,BRONX,1014295,243875,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83600475326709,-73.89142261732329,"(40.83600475326709, -73.89142261732329)"
30811290,06/09/2015 08:54:20 PM,06/09/2015 09:21:27 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11238,390 ST MARKS AVENUE,ST MARKS AVENUE,GRAND AVENUE,CLASSON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/10/2015 04:54:20 AM,06/09/2015 09:21:27 PM,08 BROOKLYN,BROOKLYN,994828,185977,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.677134342198315,-73.96186402925345,"(40.677134342198315, -73.96186402925345)"
30832384,06/12/2015 11:03:43 PM,06/13/2015 01:13:25 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11428,,,,,215 STREET,90 AVENUE,INTERSECTION,QUEENS VILLAGE,,Precinct,Closed,06/13/2015 07:03:43 AM,06/13/2015 01:13:25 AM,13 QUEENS,QUEENS,1054471,203019,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72363825548293,-73.74666115422131,"(40.72363825548293, -73.74666115422131)"
30872071,06/17/2015 08:48:50 PM,06/17/2015 09:19:11 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11420,,,,,123 STREET,116 AVENUE,INTERSECTION,SOUTH OZONE PARK,,Precinct,Closed,06/18/2015 04:48:50 AM,06/17/2015 09:19:11 PM,10 QUEENS,QUEENS,1035499,185711,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676262203864916,-73.81523859011641,"(40.676262203864916, -73.81523859011641)"
30886744,06/19/2015 11:45:44 PM,06/20/2015 07:50:25 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10453,,,,,WEST  176 STREET,POPHAM AVENUE,INTERSECTION,BRONX,,Precinct,Closed,06/20/2015 07:45:44 AM,06/20/2015 07:49:36 AM,05 BRONX,BRONX,1006294,248894,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84980403014598,-73.92032031673266,"(40.84980403014598, -73.92032031673266)"
30894981,06/20/2015 10:18:03 PM,06/20/2015 11:29:41 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11435,89 AVENUE,89 AVENUE,148 STREET,150 STREET,,,BLOCKFACE,JAMAICA,,Precinct,Closed,06/21/2015 06:18:03 AM,06/20/2015 11:29:42 PM,12 QUEENS,QUEENS,1037868,195970,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70440669542447,-73.80661631643147,"(40.70440669542447, -73.80661631643147)"
30900750,06/21/2015 10:41:37 PM,06/21/2015 11:00:08 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11201,PRINCE STREET,PRINCE STREET,JOHNSON STREET,MYRTLE AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/22/2015 06:41:37 AM,06/21/2015 11:00:08 PM,02 BROOKLYN,BROOKLYN,989111,192306,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69451098439349,-73.98247047992922,"(40.69451098439349, -73.98247047992922)"
30900859,06/21/2015 09:31:07 PM,06/21/2015 10:07:06 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10029,,,,,EAST  102 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,06/22/2015 05:31:07 AM,06/21/2015 10:07:06 PM,11 MANHATTAN,MANHATTAN,998609,226985,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78968585497083,-73.94814519357445,"(40.78968585497083, -73.94814519357445)"
30901499,06/21/2015 10:58:30 PM,06/22/2015 12:05:59 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10029,1500 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 96 STREET,EAST 97 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/22/2015 06:58:30 AM,06/22/2015 12:05:59 AM,11 MANHATTAN,MANHATTAN,997939,225779,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.786376771802075,-73.95056722877858,"(40.786376771802075, -73.95056722877858)"
30901994,06/21/2015 11:17:18 PM,06/21/2015 11:55:06 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11219,,,,,40 STREET,10 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/22/2015 07:17:18 AM,06/21/2015 11:55:07 PM,12 BROOKLYN,BROOKLYN,986058,173925,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64406039501985,-73.99348500134906,"(40.64406039501985, -73.99348500134906)"
30903288,06/21/2015 10:17:41 PM,06/21/2015 10:26:05 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10029,175 EAST 101 STREET,EAST 101 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/22/2015 06:17:41 AM,06/21/2015 10:26:05 PM,11 MANHATTAN,MANHATTAN,998705,226635,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78872504258017,-73.94779926107046,"(40.78872504258017, -73.94779926107046)"
30908236,06/22/2015 02:53:45 PM,06/22/2015 04:47:03 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11385,502 ONDERDONK AVENUE,ONDERDONK AVENUE,GREENE AVENUE,BLEECKER STREET,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,06/22/2015 10:53:45 PM,06/22/2015 04:47:04 PM,05 QUEENS,QUEENS,1008902,196599,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7062612598388,-73.9110853791123,"(40.7062612598388, -73.9110853791123)"
30923014,06/24/2015 11:12:43 PM,06/25/2015 03:18:32 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10033,,,,,WEST  184 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,06/25/2015 07:12:43 AM,06/25/2015 03:18:32 AM,12 MANHATTAN,MANHATTAN,1002294,249712,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85205827756883,-73.93477640780834,"(40.85205827756883, -73.93477640780834)"
30930182,06/24/2015 10:38:39 PM,06/24/2015 10:54:17 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11209,,,,,91 STREET,SHORE ROAD,INTERSECTION,BROOKLYN,,Precinct,Closed,06/25/2015 06:38:39 AM,06/24/2015 10:54:17 PM,10 BROOKLYN,BROOKLYN,973084,165758,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62163685887652,-74.04022236627941,"(40.62163685887652, -74.04022236627941)"
30930977,06/25/2015 12:21:32 AM,06/25/2015 02:23:26 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Store/Commercial,11414,164-49 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,164 AVENUE,165 AVENUE,,,ADDRESS,HOWARD BEACH,,Precinct,Closed,06/25/2015 08:21:32 AM,06/25/2015 02:23:26 AM,10 QUEENS,QUEENS,1029318,176124,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64998168141934,-73.83758618031825,"(40.64998168141934, -73.83758618031825)"
30935798,06/25/2015 05:11:23 PM,06/26/2015 12:40:13 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10040,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 190 STREET,WEST 191 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,06/26/2015 01:11:23 AM,06/26/2015 12:40:13 AM,12 MANHATTAN,MANHATTAN,1003778,250869,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85523073967963,-73.92940882945987,"(40.85523073967963, -73.92940882945987)"
30941277,06/26/2015 09:24:49 PM,06/26/2015 11:06:19 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11414,,,,,82 STREET,158 AVENUE,INTERSECTION,HOWARD BEACH,,Precinct,Closed,06/27/2015 05:24:49 AM,06/26/2015 11:06:19 PM,10 QUEENS,QUEENS,1025712,179539,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65937271345763,-73.8505602824559,"(40.65937271345763, -73.8505602824559)"
30949190,06/27/2015 11:50:30 AM,06/27/2015 03:50:09 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10029,,,,,LEXINGTON AVENUE,EAST  100 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,06/27/2015 07:50:30 PM,06/27/2015 03:50:09 PM,11 MANHATTAN,MANHATTAN,998355,226527,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78842917713003,-73.94906342798072,"(40.78842917713003, -73.94906342798072)"
30950939,06/27/2015 03:08:05 AM,06/27/2015 04:44:57 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10128,,,,,EAST   95 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,06/27/2015 11:08:05 AM,06/27/2015 04:44:57 AM,08 MANHATTAN,MANHATTAN,998145,225101,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78451552152521,-73.94982473837051,"(40.78451552152521, -73.94982473837051)"
30957621,06/29/2015 12:04:31 AM,06/29/2015 12:16:02 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11216,1268 PACIFIC STREET,PACIFIC STREET,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2015 08:04:31 AM,06/29/2015 12:16:02 AM,08 BROOKLYN,BROOKLYN,998391,186149,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.677601468592165,-73.94901828766486,"(40.677601468592165, -73.94901828766486)"
30958132,06/28/2015 09:40:04 PM,06/28/2015 11:11:54 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11411,,,,,218 STREET,119 AVENUE,INTERSECTION,CAMBRIA HEIGHTS,,Precinct,Closed,06/29/2015 05:40:04 AM,06/28/2015 11:11:54 PM,13 QUEENS,QUEENS,1055297,191652,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69243206756317,-73.74380112160759,"(40.69243206756317, -73.74380112160759)"
30958792,06/28/2015 10:00:58 PM,06/28/2015 10:09:04 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11211,,,,,BORINQUEN PLACE,BQE EB EN WILLIAMSBURG BRDG,INTERSECTION,BROOKLYN,,Precinct,Closed,06/29/2015 06:00:58 AM,06/28/2015 10:09:04 PM,01 BROOKLYN,BROOKLYN,996296,198137,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.710508846530345,-73.95654982822427,"(40.710508846530345, -73.95654982822427)"
30959647,06/28/2015 10:00:36 PM,06/28/2015 10:13:18 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11228,,,,,BAY   11 STREET,INDEPENDENCE AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/29/2015 06:00:36 AM,06/28/2015 10:13:18 PM,11 BROOKLYN,BROOKLYN,980041,159220,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60369743333241,-74.01515766123718,"(40.60369743333241, -74.01515766123718)"
30959652,06/28/2015 10:33:15 PM,06/28/2015 11:14:10 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11216,,,,,PACIFIC STREET,NOSTRAND AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/29/2015 06:33:15 AM,06/28/2015 11:14:11 PM,08 BROOKLYN,BROOKLYN,998183,186167,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67765120434446,-73.94976814040464,"(40.67765120434446, -73.94976814040464)"
30960322,06/29/2015 06:51:57 PM,06/29/2015 10:32:08 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11236,620 EAST 108 STREET,EAST 108 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2015 02:51:57 AM,06/29/2015 10:32:08 PM,18 BROOKLYN,BROOKLYN,1013231,176688,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6515969945811,-73.8955572182374,"(40.6515969945811, -73.8955572182374)"
30961467,06/29/2015 10:21:53 PM,06/29/2015 11:08:12 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10468,55 WEST 184 STREET,WEST 184 STREET,GRAND AVENUE,AQUEDUCT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/30/2015 06:21:53 AM,06/29/2015 11:08:12 PM,07 BRONX,BRONX,1010656,253080,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.861281375929465,-73.90453706438188,"(40.861281375929465, -73.90453706438188)"
30962668,06/29/2015 10:28:48 PM,06/29/2015 11:38:53 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11211,,,,,SOUTH    3 STREET,HAVEMEYER STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,06/30/2015 06:28:48 AM,06/29/2015 11:38:54 PM,01 BROOKLYN,BROOKLYN,995893,198266,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.710863460346204,-73.95800323427233,"(40.710863460346204, -73.95800323427233)"
30967163,06/29/2015 03:56:59 PM,06/29/2015 09:18:28 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11219,40 STREET,40 STREET,10 AVENUE,FORT HAMILTON PARKWAY,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/29/2015 11:56:59 PM,06/29/2015 09:18:28 PM,12 BROOKLYN,BROOKLYN,986373,173674,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.643371384124166,-73.99235000037824,"(40.643371384124166, -73.99235000037824)"
30968030,06/29/2015 09:33:08 PM,06/29/2015 10:15:44 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10026,WEST 117 STREET,WEST 117 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,,,BLOCKFACE,NEW YORK,,Precinct,Closed,06/30/2015 05:33:08 AM,06/29/2015 10:15:44 PM,10 MANHATTAN,MANHATTAN,997040,232433,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80464154198159,-73.95380096217416,"(40.80464154198159, -73.95380096217416)"
30968070,06/29/2015 09:27:42 PM,06/29/2015 10:59:26 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10452,,,,,EAST  165 STREET,GERARD AVENUE,INTERSECTION,BRONX,,Precinct,Closed,06/30/2015 05:27:42 AM,06/29/2015 10:59:26 PM,04 BRONX,BRONX,1005692,242273,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83163280467354,-73.92251745821049,"(40.83163280467354, -73.92251745821049)"
30970506,06/30/2015 08:47:15 PM,07/01/2015 01:40:57 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10029,1895 2 AVENUE,2 AVENUE,EAST 97 STREET,EAST 99 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,07/01/2015 04:47:15 AM,07/01/2015 01:40:57 AM,11 MANHATTAN,MANHATTAN,999096,225363,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78523309525309,-73.94639007067411,"(40.78523309525309, -73.94639007067411)"
30971550,06/30/2015 10:15:59 PM,07/01/2015 02:04:17 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10033,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 185 STREET,WEST 186 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,07/01/2015 06:15:59 AM,07/01/2015 02:04:17 AM,12 MANHATTAN,MANHATTAN,1003132,249705,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85203731229339,-73.93174731265835,"(40.85203731229339, -73.93174731265835)"
30972799,06/30/2015 11:18:43 AM,06/30/2015 03:41:00 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11357,150-23 24 ROAD,24 ROAD,150 STREET,MURRAY STREET,,,ADDRESS,WHITESTONE,,Precinct,Closed,06/30/2015 07:18:43 PM,06/30/2015 03:41:00 PM,07 QUEENS,QUEENS,1035712,222210,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77644160739573,-73.81419157724699,"(40.77644160739573, -73.81419157724699)"
30975069,06/30/2015 08:53:40 AM,06/30/2015 10:27:12 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11223,,,,,WEST    2 STREET,QUENTIN ROAD,INTERSECTION,BROOKLYN,,Precinct,Closed,06/30/2015 04:53:40 PM,06/30/2015 10:27:12 AM,11 BROOKLYN,BROOKLYN,991050,160187,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60635004159611,-73.97551052684064,"(40.60635004159611, -73.97551052684064)"
30979917,07/01/2015 10:07:53 PM,07/01/2015 11:11:25 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11358,46-04 196 STREET,196 STREET,46 AVENUE,47 AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,07/02/2015 06:07:53 AM,07/01/2015 11:11:25 PM,11 QUEENS,QUEENS,1043753,213913,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75361808183747,-73.78523234162759,"(40.75361808183747, -73.78523234162759)"
30979918,07/01/2015 11:02:32 PM,07/01/2015 11:21:16 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11208,38 HILL STREET,HILL STREET,EUCLID AVENUE,CRESCENT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2015 07:02:32 AM,07/01/2015 11:21:16 PM,05 BROOKLYN,BROOKLYN,1019822,186583,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.678732521855494,-73.87175215514122,"(40.678732521855494, -73.87175215514122)"
30981024,07/01/2015 09:22:26 PM,07/01/2015 10:50:55 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11231,90 PIONEER STREET,PIONEER STREET,RICHARDS STREET,VAN BRUNT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2015 05:22:26 AM,07/01/2015 10:50:55 PM,06 BROOKLYN,BROOKLYN,981481,186366,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67820794630501,-74.00998300244541,"(40.67820794630501, -74.00998300244541)"
30982066,07/01/2015 03:41:03 PM,07/01/2015 06:17:26 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10075,200 EAST 78 STREET,EAST 78 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,07/01/2015 11:41:03 PM,07/01/2015 06:17:26 PM,08 MANHATTAN,MANHATTAN,996032,221069,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77345181704914,-73.95746191374107,"(40.77345181704914, -73.95746191374107)"
